Frame,Feature1_x,Feature1_y,Feature2_x,Feature2_y
0,0.7982006969696969,0.6580387878787878,,
1,0.7919531249999998,0.6630901499999999,,
2,0.7852324390243904,0.6672764390243903,,
3,0.7782812285714285,0.6749602285714285,,
4,0.766907,0.676424564102564,,
5,0.7551862553191488,0.6843970851063829,0.8119081515151514,0.6673821212121213
6,0.7458111702127659,0.6927305531914891,0.8005608717948719,0.6752136666666667
7,0.7379985957446811,0.6941193829787233,0.7954947333333333,0.6774999666666666
8,0.7309674468085104,0.6955082765957448,0.7902139210526314,0.6775584210526313
9,0.7245794615384613,0.7034188205128206,0.781631073170732,0.6853658292682926
10,0.7182478095238094,0.7131945,0.7723394864864864,0.6863364324324323
11,0.7095312000000001,0.7216270285714286,0.7592918723404255,0.6993498936170214
12,0.7017188285714283,0.7369046857142858,0.752227425531915,0.7088652340425532
13,0.6970312285714285,0.7438492,0.7491023829787232,0.7102541276595744
14,0.6923437714285717,0.7494046857142858,0.7467586595744679,0.7130319361702128
15,0.6821732727272726,0.7484007272727273,0.7448474285714284,0.7192459761904763
16,0.667732534883721,0.7611757906976746,0.7415837727272727,0.7113321363636362
17,0.6655382499999998,0.7554011944444446,0.7409299024390243,0.7109417317073171
18,0.6600761282051285,0.7575497435897436,0.741711243902439,0.705386268292683
19,0.6571701777777779,0.7546913777777776,0.741711243902439,0.6984417317073172
20,0.657607880952381,0.7616071904761905,0.7549924146341462,0.6762194634146339
21,0.664511675,0.7693403250000002,0.768868891304348,0.6493961086956522
22,0.6712158125000001,0.7710937187499999,0.7841517346938778,0.6227041020408163
23,0.6755743823529411,0.7684231764705881,0.7864955306122449,0.6143707346938775
24,0.6794033636363638,0.7689815454545456,0.7896205102040817,0.6060374489795919
25,0.7044034318181815,0.7949810227272724,0.8042882666666666,0.5710801999999999
26,0.7399461967213113,0.7790528032786884,0.8174085849056602,0.5503145094339621
27,0.7621562399999996,0.7743610000000001,0.8277000877192984,0.5398879649122807
28,0.7846604230769232,0.7768429038461536,0.8401413968253966,0.5225308412698413
29,0.7891649999999998,0.7900501147540981,0.8447774109589042,0.5233257397260274
30,0.7904969344262298,0.801070131147541,0.851623515625,0.517144109375
31,0.8097006041666667,0.8052662083333334,0.8609044788732393,0.5132824929577465
32,0.8288888666666666,0.7965740666666666,0.8687170140845072,0.5257824929577465
33,0.8470635517241379,0.8171696034482759,0.8804357183098591,0.5743935633802818
34,0.8505011886792452,0.8360849433962266,0.8827795070422536,0.5896714084507042
35,0.8566988723404254,0.85514185106383,0.8859044788732398,0.6035603380281691
36,0.8481050425531913,0.9176418510638299,0.887467,0.6952268591549295
37,0.8421353777777777,0.970555577777778,0.8977576883116883,0.8309704805194807
38,0.8337086176470588,0.976593117647059,0.9118455135135135,0.8341966891891892
39,0.8337086176470588,0.976593117647059,0.9462204324324323,0.8883633648648647
40,0.8337086176470588,0.976593117647059,0.9462970821917808,0.8882420000000001
41,0.8337086176470588,0.976593117647059,0.9455875915492957,0.8887128169014086
42,0.8337086176470588,0.976593117647059,0.9455875915492957,0.8887128169014086
43,0.8337086176470588,0.976593117647059,0.9455875915492957,0.8887128169014086
44,0.8337086176470588,0.976593117647059,0.9455875915492957,0.8887128169014086
45,0.8337086176470588,0.976593117647059,0.9455875915492957,0.8887128169014086
46,0.8337086176470588,0.976593117647059,0.9455875915492957,0.8887128169014086
47,0.8337086176470588,0.976593117647059,0.9455875915492957,0.8887128169014086
48,0.8337086176470588,0.976593117647059,0.9455875915492957,0.8887128169014086
49,0.8337086176470588,0.976593117647059,0.9455875915492957,0.8887128169014086
50,0.8337086176470588,0.976593117647059,0.9455875915492957,0.8887128169014086
51,0.8337086176470588,0.976593117647059,0.9455875915492957,0.8887128169014086
52,0.8337086176470588,0.976593117647059,0.9455875915492957,0.8887128169014086
53,0.8337086176470588,0.976593117647059,0.9455875915492957,0.8887128169014086
